2025.09.23 11:41:47 INFO  Started: Metals version 1.6.2 in folders '/Users/jw/backend' for client Visual Studio Code 1.103.2.
2025.09.23 11:48:16 INFO  no build target found for /Users/jw/backend/src/main/java/com/ulog/backend/config/SecurityConfig.java. Using fallback presentation compiler.
2025.09.23 11:48:17 INFO  no build target found for /Users/jw/backend/src/main/java/com/ulog/backend/config/SecurityConfig.java. Using fallback presentation compiler.
2025.09.23 11:48:17 INFO  no build target found for /Users/jw/backend/src/main/java/com/ulog/backend/config/JwtProperties.java. Using fallback presentation compiler.
2025.09.23 11:48:20 INFO  no build target found for /Users/jw/backend/src/main/java/com/ulog/backend/config/JwtProperties.java. Using fallback presentation compiler.
2025.09.23 11:48:20 INFO  no build target found for /Users/jw/backend/src/main/java/com/ulog/backend/common/api/ApiResponse.java. Using fallback presentation compiler.
2025.09.23 11:48:22 INFO  no build target found for /Users/jw/backend/src/main/java/com/ulog/backend/common/api/ApiResponse.java. Using fallback presentation compiler.
2025.09.23 11:48:22 INFO  no build target found for /Users/jw/backend/src/main/java/com/ulog/backend/common/api/ErrorCode.java. Using fallback presentation compiler.
2025.09.23 11:48:33 INFO  no build target found for /Users/jw/backend/src/main/java/com/ulog/backend/common/api/ErrorCode.java. Using fallback presentation compiler.
2025.09.23 11:48:33 INFO  no build target found for /Users/jw/backend/src/main/java/com/ulog/backend/config/JwtProperties.java. Using fallback presentation compiler.
2025.09.23 11:53:07 INFO  no build target found for /Users/jw/backend/src/main/java/com/ulog/backend/config/JwtProperties.java. Using fallback presentation compiler.
2025.09.23 11:57:36 INFO  no build target found for /Users/jw/backend/src/main/java/com/ulog/backend/config/JwtProperties.java. Using fallback presentation compiler.
2025.09.23 11:57:36 INFO  no build target found for /Users/jw/backend/src/main/java/com/ulog/backend/config/JwtProperties.java. Using fallback presentation compiler.
2025.09.23 11:57:43 INFO  no build target found for /Users/jw/backend/src/main/java/com/ulog/backend/config/JwtProperties.java. Using fallback presentation compiler.
2025.09.23 12:01:39 INFO  no build target found for /Users/jw/backend/src/main/java/com/ulog/backend/config/JwtProperties.java. Using fallback presentation compiler.
2025.09.23 12:01:39 INFO  no build target found for /Users/jw/backend/src/main/java/com/ulog/backend/config/OpenApiConfig.java. Using fallback presentation compiler.
2025.09.23 12:01:40 INFO  no build target found for /Users/jw/backend/src/main/java/com/ulog/backend/config/OpenApiConfig.java. Using fallback presentation compiler.
2025.09.23 12:01:40 INFO  no build target found for /Users/jw/backend/src/main/java/com/ulog/backend/config/JwtProperties.java. Using fallback presentation compiler.
2025.09.23 12:01:42 INFO  no build target found for /Users/jw/backend/src/main/java/com/ulog/backend/config/JwtProperties.java. Using fallback presentation compiler.
2025.09.23 12:01:45 INFO  no build target found for /Users/jw/backend/src/main/java/com/ulog/backend/config/JwtProperties.java. Using fallback presentation compiler.
2025.09.23 12:02:12 WARN  no build target for: /Users/jw/backend/src/main/java/com/ulog/backend/config/JwtProperties.java
2025.09.23 12:02:12 WARN  no build target for: /Users/jw/backend/src/main/java/com/ulog/backend/config/JwtProperties.java
2025.09.23 12:02:13 WARN  no build target for: /Users/jw/backend/src/main/java/com/ulog/backend/config/JwtProperties.java
2025.09.23 12:02:14 WARN  no build target for: /Users/jw/backend/src/main/java/com/ulog/backend/config/JwtProperties.java
2025.09.23 12:10:38 INFO  no build target found for /Users/jw/backend/src/main/java/com/ulog/backend/ai/dto/ChatCompletionResponse.java. Using fallback presentation compiler.
2025.09.23 12:10:38 INFO  no build target found for /Users/jw/backend/src/main/java/com/ulog/backend/ai/dto/ChatCompletionResponse.java. Using fallback presentation compiler.
2025.09.23 12:10:43 INFO  no build target found for /Users/jw/backend/src/main/java/com/ulog/backend/ai/dto/ChatCompletionResponse.java. Using fallback presentation compiler.
